User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,assistant vice president,manjunath p l : cisco call manager & avaya,banking   financial services,15,"avamar media servers and media gateways,voice and project ma,telecommunications,cisco call manager,avamar,cisco call manager,acd,voip",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,accountant,,banking   financial services,15.5,,0,0,it,hardwarenetworking
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,av manager,head video conference & project management,banking   financial services,15.5,"planning and scheduling,project management,project management,video confrencing,program management,audio confrencing,video conference,audio visual service,video conferencing",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,av manager,head video conference & project management,banking   financial services,15.5,"planning and scheduling,project management,video confrencing,program management,audio confrencing,video conference,audio visual service,video conferencing",0,0,banking,financialservices
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,avp data network manager,,banking   financial services,16,"network design and administration,netbackup,balancing,budgeting,business process",0,0,banking,financialservices
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,aix specialist,lead consultant,banking   financial services,16.2,"linux   general,windows 2000 server,hacmp,aix; hacmp; visio; nim,aix,visio,power 7",0,1,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,back office executive,,banking   financial services,17,"networkings,back office,pchardware,ccna",0,1,banking,financialservices
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,avp,iitian; mba coupled with prince2 & itil v3 certified professional with 16+ years of experience in l,banking   financial services,17.1,"it service management,wran,project management,itil,it infrastructure",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant vice president,assistant vice president,banking   financial services,17.6,"it infrastructure,datacenter,procurement evaluati,bcp dr,project management",0,0,banking,financialservices
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,acting head it,it infrastructure management,banking   financial services,18,"it service management,it infrastructure,it management,data centre",0,0,banking,financialservices
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,account subject matter expert,technical service manager it specialist,banking   financial services,18.4,"it service management,j2ee,windows7,aix,banking applications",0,1,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,agm it infrastructure datacenter,professional having 18 year experience in data center; it & is management; service delivery; it infr,banking   financial services,18.8,"faultmanagement,strategize,infrastructure faultmanagement,operating systems,specialty,indesign,reporting,workflow,governance,risk & compliance faultmanagement,project faultmanagement,ccna,ms outlook,itil,it services,datacentre build; ma,bcp,exchange   mailing s,networkings,requirements analysi,software development,iso 27001,infrastructure,it strategize",0,1,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistantmanager system admin,edp manager,banking   financial services,20,"pc hardware,hardwareand,accounting software,hardware software ne,assembling",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistantmanager system admin,edp manager,banking   financial services,20,"pc hardware,hardwareand,accounting software,hardware software ne,assembling,network support,desktop support",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant vice president,mba   information systems,banking   financial services,21,"infrastructure management,technology consulting,vendor management,datacentre operation,desktop support",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,a.v.p. i.t.,,banking   financial services,21,"i.t. infrastructure,firewalls,wran,service operations,dhcp",0,0,banking,financialservices
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,accountant,,banking   financial services,21.2,reddif,0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cio head service quality  and control it;it security;risk  and control,executive director   chief information office   chief technology officer,banking   financial services,25,"it service management,it security,it risk,it audit,it project managemen,investment banking o,it risk and security",0,0,banking,financialservices
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,,banking   financial services,25.2,"aix,anti virus,apache webserver,as 400; iseries; sys,netbackup,mimix,system administratio,networkings,firewalls",0,1,banking,financialservices
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin,i am fresh,banking   financial services,0,computer applucation,0,0,banking,financialservices
Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrative assistant,,banking   financial services,4.0,"office  management,ms office,windows7",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistantmanager,jr engineer,banking   financial services,4.0,,0,0,it,hardwarenetworking
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,atm field,sr. executive in atm managment,banking   financial services,4.0,"customer service  voice,atm monitoring",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,coputer work,,banking   financial services,4.0,"english language learning,php,computer operater",0,0,banking,financialservices
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bpo,arun kumar,bpo   call center,0.08,.net programming,0,0,bpo,callcenter
Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bpo haredware,,bpo   call center,0.08,"customer service  voice,ms.office,pcpchardware,pcpchardware",0,0,bpo,callcenter
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,back office executive,tarun verma,bpo   call center,0.08,,0,0,telecom,isp
Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,job,m.tech with 3 yrs of experience in electrical engineer,bpo   call center,0.17,"electrical engineering,java;html,electrical power sys,automation ; plc.,scada ;vdf",1,0,bpo,callcenter
