,User_SubFunctional_Area,User_Functional_Area,User_JobTitle,User_ProfileTitle,User_Industry,User_Experience (Years),User_Skills,Relevant_Degree,Releveant_Cert,Industry,Sector,Relevant_Skills,Relevant_Match_Score
2624,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,intern,vlsi,it   hardware   networking,6-12 exp,"java,computer hardware,,,",0,0,it,hardwarenetworking,0,0
2625,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,job,,it   hardware   networking,6-12 exp,,0,0,it,hardwarenetworking,0,0
2626,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,jr. embedded developer,jr. embedded developer,it   hardware   networking,6-12 exp,embeddes system; cir,0,0,it,hardwarenetworking,0,0
2627,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,junior electronics engineer,trainee electronics engineer,it   hardware   networking,6-12 exp,"memory design,,embedded systems,c programming",1,0,it,hardwarenetworking,1,0.76
2628,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,junior engineer,samsung with ienergizer as junior engineer,it   hardware   networking,6-12 exp,",,,good knowledge ofind",1,0,it,hardwarenetworking,0,0
2629,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,layout design engineer,,it   hardware   networking,6-12 exp,"cadence,analog layout,memory layouts,standard cell layout,drc lvs erc pec,em ir latchup cross,matching technique,dual patterning,signal integrity",0,0,it,hardwarenetworking,0,0
2630,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,month experience,,it   hardware   networking,6-12 exp,,0,0,it,hardwarenetworking,0,0
2631,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,network co ordinator,network co ordinator,it   hardware   networking,6-12 exp,"supports,networkings,,,,desk supports",0,0,it,hardwarenetworking,0,0
2632,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,network trainer business development manager,business development manager,it   hardware   networking,6-12 exp,,0,0,it,hardwarenetworking,0,0
2633,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,physical design consultant,,it   hardware   networking,6-12 exp,"c,c++,cadence",0,0,it,hardwarenetworking,0,0
2634,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,physical design intern,m.tech in vlsi design; with 6 months of experience as an intern in physical design  synthesis; pre a,it   hardware   networking,6-12 exp,"perl,verilog coding,physical verificatio,synthesis,timing closure,basics,cadence,microelectronics",1,1,it,hardwarenetworking,0,0
2635,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,product consultant,,it   hardware   networking,6-12 exp,"robotics,plc programming,research,embedded systems,pchardware,c++",0,0,it,hardwarenetworking,1,0.76
2636,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,project associate,btech with 6 months experience as project associate in hcl cdc ; chennai,it   hardware   networking,6-12 exp,"embedded systems,c,c++,java,embedded c",0,0,it,hardwarenetworking,1,0.76
2637,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,technical support executive,,it   hardware   networking,6-12 exp,"resolution,,technical support,tcp ip,",0,1,it,hardwarenetworking,0,0
2638,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,technicion laptop,,it   hardware   networking,6-12 exp,,0,0,it,hardwarenetworking,0,0
2639,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,testing engineer,,it   hardware   networking,6-12 exp,"assembly language,computer hardware,controlling,digital electronics,",1,0,it,hardwarenetworking,0,0
2640,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,trainee,,it   hardware   networking,6-12 exp,"orcade,c programming,xilinx vivado",0,0,it,hardwarenetworking,0,0
2641,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,trainee,vlsi and embedded system design,it   hardware   networking,6-12 exp,"avrs,verilog,vhdl,army,embedded systems,c++,,fpgas,embedded c,vlsi,digital design,cmos asic,system verilog,linux rtos,microcontrollers,i2c,rtos,8051 microcontroller,c",0,0,it,hardwarenetworking,1,1.0
2642,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,trainee physical design engineer,vlsl physical design engineer,it   hardware   networking,6-12 exp,"floor planning,perl scripting,shell scripting,static timing analysis,resolution,tcl,,power planning,placement,",0,0,it,hardwarenetworking,0,0
2643,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,traini engineer,hardware assamble & maintanance,it   hardware   networking,6-12 exp,hardware repairing,0,0,it,hardwarenetworking,0,0
2644,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,traniee,be with 6+months of experience in block level physical design in vlsi domain.,it   hardware   networking,6-12 exp,"modelsim,drc; lvs,,efficient clock tree",0,0,it,hardwarenetworking,0,0
2645,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,automation engineer,industrial automation,it   hardware   networking,6-12 exp,"hardware designing,basic electronics",0,0,it,hardwarenetworking,0,0
2646,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,back office executive,,it   hardware   networking,6-12 exp,,0,0,it,hardwarenetworking,0,0
2647,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,bangalore malleshwaram central th cross,,it   hardware   networking,6-12 exp,good decision making,0,0,it,hardwarenetworking,0,0
2648,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,banking it support,my resume,it   hardware   networking,6-12 exp,",network administration,hardware verification validation testing,problem solveing,administration suppo",0,0,it,hardwarenetworking,1,0.86
2649,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bank,neeraj pali,it   hardware   networking,6-12 exp,"neeraj,hero honda",0,0,it,hardwarenetworking,0,0
2650,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,brodband installation,,it   hardware   networking,6-12 exp,"c,c++",0,0,it,hardwarenetworking,0,0
2651,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bss engineer,bss engineer,it   hardware   networking,6-12 exp,,0,0,it,hardwarenetworking,0,0
2652,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,btech e andtc,btech in e&tc,it   hardware   networking,6-12 exp,"rf transmition,digital communicatio,optical communicatio,",0,0,it,hardwarenetworking,0,0
2653,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,business development officer,business development officer,it   hardware   networking,6-12 exp,,0,0,it,hardwarenetworking,0,0
2654,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,ccna,network engineer,it   hardware   networking,6-12 exp,",red hat linux 7",0,1,it,hardwarenetworking,0,0
2655,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,admin executive,mba fresher,it   hardware   networking,6-12 exp,",,html  hyper text markup language,",0,0,it,hardwarenetworking,0,0
2656,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,akshay syal b.tech ece in 2013.,it   hardware   networking,6-12 exp,,1,0,it,hardwarenetworking,0,0
2657,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator l1 dl1,server administrator  systems administrator ,it   hardware   networking,6-12 exp,"desktop troubleshooting,server administration,,,administrative",0,1,it,hardwarenetworking,0,0
2658,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,asic design verification trainee,asic design verification trainee,it   hardware   networking,6-12 exp,aforeserve,0,0,it,hardwarenetworking,0,0
2659,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,asic engineer,fac,it   hardware   networking,6-12 exp,c,0,0,it,hardwarenetworking,0,0
2660,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,asic verification engineer,asic verification engineer,it   hardware   networking,6-12 exp,"asic verification,system verilog,uvm,verilog,c,digital design,functional verificat,ethernet 1g pcs,ethernet 1g mac,cpri pcs",0,0,it,hardwarenetworking,0,0
2661,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associate customer engineer,6 months experience in hcl,it   hardware   networking,6-12 exp,",firewalls,tcp ip,,networkings; win 7; h,windows 7,pchardware,networkings",0,1,it,hardwarenetworking,0,0
2662,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,associate engineer,,it   hardware   networking,6-12 exp,,0,0,it,hardwarenetworking,0,0
2663,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,associate network engineer,hemaraj,it   hardware   networking,6-12 exp,"bgp,database administrat,instrumentation,netbackup,",0,1,it,hardwarenetworking,0,0
2664,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,associate network management engineer,network management engineer,it   hardware   networking,6-12 exp,",",1,1,it,hardwarenetworking,0,0
2665,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,associative engineer,network,it   hardware   networking,6-12 exp,"computer maintenance repair,",0,1,it,hardwarenetworking,0,0
2666,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,b.tech ec,b.tech electronics & communication,it   hardware   networking,6-12 exp,"mobile technology,,,,networkings",1,0,it,hardwarenetworking,0,0
2667,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,cad designer,design engineer,it   hardware   networking,6-12 exp,"automated testing,manual testing,,c,phython",0,0,it,hardwarenetworking,0,0
2668,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,cctv technician,,it   hardware   networking,6-12 exp,cctv techinicans,0,0,it,hardwarenetworking,0,0
2669,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,engineer project,technical support engineer having 7 months experience,it   hardware   networking,6-12 exp,"active directory configuration,os internals  windows linux os2,cisco routers config,networkings,computer pchardware,domain name service,solve banks technica,pchardware,tcp ip,,assembling",0,0,it,hardwarenetworking,0,0
2670,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,hardware network,it,it   hardware   networking,6-12 exp,"assembling,basics,netbackup,,active directory",1,1,it,hardwarenetworking,0,0
2671,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,product test engineer,,it   hardware   networking,6-12 exp,"asic verification,verilog,vlsi design,perl,automatic test equipment  ate,digital vlsi",0,0,it,hardwarenetworking,0,0
2672,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,system engineer,embedded systems,it   hardware   networking,6-12 exp,embeddded,0,0,it,hardwarenetworking,1,0.73
2673,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,technical support engineer,technicalbsupport engineer,it   hardware   networking,6-12 exp,networkings,0,0,it,hardwarenetworking,0,0
2674,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,trainee engineer,trainee engineer in a vlsi based company marvy logic. done m.tech in microelectronics and vlsi desig,it   hardware   networking,6-12 exp,"xillinx,verilog hdl,,mentor graphics cali,system verilog",1,1,it,hardwarenetworking,0,0
2675,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,automatic testing equipment engineer,automatic testing equipment engineer,it   hardware   networking,6-12 exp,"automatic test equipment  ate,intenship @ semicon,",0,0,it,hardwarenetworking,0,0
2676,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,back office executive,,it   hardware   networking,6-12 exp,"gniit,",0,0,it,hardwarenetworking,0,0
2677,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,bpo,,it   hardware   networking,6-12 exp,aaaaaaaaaaaaaaaaaaaa,0,0,it,hardwarenetworking,0,0
2678,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,administrator,btech 2015  in cse; 75.7% with 8 months of experience in it industry.,it   hardware   networking,6-12 exp,"java,android",0,0,it,hardwarenetworking,0,0
2679,Telecom Network Design / Management,IT - Hardware / Networking / Telecom Engineering,alarm monitoring,noc engineer;alarm monitoring,it   hardware   networking,6-12 exp,"jboss,computer hardware,,,networkings,system trouble shoot",0,0,it,hardwarenetworking,0,0
2680,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,analyst embedded systems,balaram,it   hardware   networking,6-12 exp,"illustrator,designing,,photoshop,web development,embedded systems,c++,windows7,windows7 phone,powerpoint",0,0,it,hardwarenetworking,1,0.76
2681,Network / System Administration,IT - Hardware / Networking / Telecom Engineering,analyst trainee,deutsche bank coast,it   hardware   networking,6-12 exp,"bgp,eigrp,ipv4,ospf,vlans,active directory,c,",0,1,it,hardwarenetworking,0,0
2682,"Embedded, VLSI",IT - Hardware / Networking / Telecom Engineering,asic design verification,design and verification engineer,it   hardware   networking,6-12 exp,"oops,perl scripting,system verilog,uvm,verilog coding,code coverage,verilog,assertions,functional coverage,c,c++,microarchitecture",0,0,it,hardwarenetworking,0,0
2683,Hardware / Telecom Equipment Design,IT - Hardware / Networking / Telecom Engineering,assistant hardware engineer,naveen resume1,it   hardware   networking,6-12 exp,"hardware verification validation testing,,,dtp,,",0,0,it,hardwarenetworking,0,0
